package,severity,version,fixed_version,description,cve_id,source
"linux-libc-dev","MEDIUM","4.19.194-3","4.19.232-1","pep_sock_accept in net/phonet/pep.c in the Linux kernel through 5.15.8 has a refcount leak.","CVE-2021-45095","tykio/tyk-gateway"
"libpam-runtime","MEDIUM","1.3.1-5","N/A","A vulnerability was found in PAM. The secret information is stored in memory, where the attacker can","CVE-2024-10041","CVE-2024-10041"
"linux-libc-dev","MEDIUM","4.19.194-3","N/A","In the Linux kernel, the following vulnerability has been resolved: SUNRPC: Fix the svc_deferred_eve","CVE-2022-49065"
"linux-libc-dev","HIGH","4.19.194-3","4.19.232-1","In aio_poll_complete_work of aio.c, there is a possible memory corruption due to a use after free. T","CVE-2021-39698"
"linux-libc-dev","MEDIUM","4.19.194-3","N/A","In the Linux kernel, the following vulnerability has been resolved: tomoyo: don't emit warning in to","CVE-2024-58085"
"linux-libc-dev","HIGH","4.19.194-3","N/A","In the Linux kernel, the following vulnerability has been resolved: KVM: SVM: fix panic on out-of-bo","CVE-2022-49154"
"linux-libc-dev","MEDIUM","4.19.194-3","N/A","In the Linux kernel, the following vulnerability has been resolved: nilfs2: fix nilfs_empty_dir() mi","CVE-2024-39469"
"linux-libc-dev","MEDIUM","4.19.194-3","4.19.316-1","In the Linux kernel, the following vulnerability has been resolved: serial: max3100: Update uart_dri","CVE-2024-38633"
"libsqlite3-0","LOW","3.27.2-3+deb10u1","N/A","SQLite 1.0.12 through 3.39.x before 3.39.2 sometimes allows an array-bounds overflow if billions of ","CVE-2022-35737","tykio/tyk-gateway"
"libpython3.7-minimal","HIGH","3.7.3-2+deb10u3","N/A","A flaw was found in Python, specifically within the urllib.parse module. This module helps break Uni","CVE-2022-0391"
"linux-libc-dev","MEDIUM","4.19.194-3","N/A","In the Linux kernel, the following vulnerability has been resolved: gtp: Destroy device along with u","CVE-2025-21678"
"linux-libc-dev","MEDIUM","4.19.194-3","4.19.316-1","In the Linux kernel, the following vulnerability has been resolved: btrfs: handle chunk tree lookup ","CVE-2024-35936"
"linux-libc-dev","HIGH","4.19.194-3","N/A","In the Linux kernel, the following vulnerability has been resolved: riscv: kvm: Fix out-of-bounds ar","CVE-2024-53228"
"linux-libc-dev","MEDIUM","4.19.194-3","N/A","In the Linux kernel, the following vulnerability has been resolved: i2c: imx-lpi2c: fix reference le","CVE-2020-36782"
"libk5crypto3","LOW","1.17-3+deb10u2","N/A","Kerberos 5 (aka krb5) 1.21.2 contains a memory leak vulnerability in /krb5/src/lib/gssapi/krb5/k5sea","CVE-2024-26461","tykio/tyk-gateway"
"linux-libc-dev","MEDIUM","4.19.194-3","N/A","In the Linux kernel, the following vulnerability has been resolved: power: supply: gpio-charger: Fix","CVE-2024-57792"
"linux-libc-dev","MEDIUM","4.19.194-3","N/A","In the Linux kernel, the following vulnerability has been resolved: Bluetooth: hci_core: Fix not che","CVE-2024-56590"
"openssl","HIGH","1.1.1d-0+deb10u7","N/A","Issue summary: Clients using RFC7250 Raw Public Keys (RPKs) to authenticate a server may fail to not","CVE-2024-12797","tykio/tyk-gateway"
"linux-libc-dev","MEDIUM","4.19.194-3","N/A","In the Linux kernel, the following vulnerability has been resolved: RDMA/mlx5: Fix the recovery flow","CVE-2025-21892"
"linux-libc-dev","MEDIUM","4.19.194-3","N/A","In the Linux kernel, the following vulnerability has been resolved: wifi: mac80211: fix NULL derefer","CVE-2024-43911"
"libkrb5support0","LOW","1.17-3+deb10u2","N/A","An issue was discovered in MIT Kerberos 5 (aka krb5) through 1.16. There is a variable ""dbentry->n_k","CVE-2018-5709","tykio/tyk-gateway"
"linux-libc-dev","MEDIUM","4.19.194-3","N/A","In the Linux kernel, the following vulnerability has been resolved: usb: config: fix iteration issue","CVE-2023-52781"
"libexpat1","HIGH","2.2.6-2+deb10u1","2.2.6-2+deb10u2","nextScaffoldPart in xmlparse.c in Expat (aka libexpat) before 2.4.3 has an integer overflow.","CVE-2022-22826","tykio/tyk-gateway"
"linux-libc-dev","MEDIUM","4.19.194-3","N/A","In the Linux kernel, the following vulnerability has been resolved: staging: iio: frequency: ad9834:","CVE-2024-47663"
"linux-libc-dev","MEDIUM","4.19.194-3","N/A","In the Linux kernel, the following vulnerability has been resolved: mm: vmscan: remove deadlock due ","CVE-2022-48800"
"linux-libc-dev","MEDIUM","4.19.194-3","N/A","In the Linux kernel, the following vulnerability has been resolved: btrfs: fix uninitialized pointer","CVE-2024-50087"
"gpgsm","LOW","2.2.12-1+deb10u1","N/A","A flaw was found in the way certificate signatures could be forged using collisions found in the SHA","CVE-2019-14855","tykio/tyk-gateway"
"linux-libc-dev","MEDIUM","4.19.194-3","N/A","In the Linux kernel, the following vulnerability has been resolved: net: davicom: fix UAF in dm9000_","CVE-2025-21715"
"linux-libc-dev","MEDIUM","4.19.194-3","N/A","In the Linux kernel, the following vulnerability has been resolved: bpf: Send signals asynchronously","CVE-2025-21728"
"linux-libc-dev","MEDIUM","4.19.194-3","N/A","In the Linux kernel, the following vulnerability has been resolved: btrfs: clean up our handling of ","CVE-2024-46840"
"linux-libc-dev","MEDIUM","4.19.194-3","N/A","In the Linux kernel, the following vulnerability has been resolved: dm mirror log: round up region b","CVE-2022-49710"
"linux-libc-dev","MEDIUM","4.19.194-3","4.19.249-2","Incomplete cleanup of microarchitectural fill buffers on some Intel(R) Processors may allow an authe","CVE-2022-21125","tykio/tyk-gateway"
"libc6-dev","LOW","2.28-10","N/A","GNU Libc current is affected by: Mitigation bypass. The impact is: Attacker may bypass stack guard p","CVE-2019-1010022","tykio/tyk-gateway"
"linux-libc-dev","MEDIUM","4.19.194-3","N/A","In the Linux kernel, the following vulnerability has been resolved: nvmet: fix a memory leak We forg","CVE-2020-36790"
"linux-libc-dev","MEDIUM","4.19.194-3","N/A","In the Linux kernel, the following vulnerability has been resolved: sched: act_ct: take care of padd","CVE-2024-42272"
"linux-libc-dev","HIGH","4.19.194-3","N/A","In the Linux kernel, the following vulnerability has been resolved: md/raid1: Fix data corruption fo","CVE-2024-45023"
"linux-libc-dev","MEDIUM","4.19.194-3","N/A","In the Linux kernel, the following vulnerability has been resolved: vdpa/mlx5: Fix invalid mr resour","CVE-2024-47687"
"linux-libc-dev","HIGH","4.19.194-3","N/A","In the Linux kernel, the following vulnerability has been resolved: aoe: fix the potential use-after","CVE-2024-49982"
"libldap-2.4-2","LOW","2.4.47+dfsg-3+deb10u6","N/A","contrib/slapd-modules/nops/nops.c in OpenLDAP through 2.4.45, when both the nops module and the memb","CVE-2017-17740"
"linux-libc-dev","MEDIUM","4.19.194-3","4.19.232-1","An issue was discovered in the Linux kernel before 5.16.5. There is a memory leak in yam_siocdevpriv","CVE-2022-24959","tykio/tyk-gateway"
"linux-libc-dev","MEDIUM","4.19.194-3","N/A","In the Linux kernel, the following vulnerability has been resolved: rxrpc: Fix a race between socket","CVE-2024-49864"
"linux-libc-dev","MEDIUM","4.19.194-3","N/A","In the Linux kernel, the following vulnerability has been resolved: cxl/region: Fix memregion leaks ","CVE-2024-40936"
"linux-libc-dev","MEDIUM","4.19.194-3","N/A","In the Linux kernel, the following vulnerability has been resolved: net: ll_temac: Make sure to free","CVE-2021-47224"
"linux-libc-dev","MEDIUM","4.19.194-3","N/A","In the Linux kernel, the following vulnerability has been resolved: ext4: fix memory leak in ext4_mb","CVE-2021-47116"
"openssl","HIGH","1.1.1d-0+deb10u4","N/A","Issue summary: Clients using RFC7250 Raw Public Keys (RPKs) to authenticate a server may fail to not","CVE-2024-12797","tykio/tyk-dashboard"
"libk5crypto3","LOW","1.17-3+deb10u1","N/A","Kerberos 5 (aka krb5) 1.21.2 contains a memory leak vulnerability in /krb5/src/lib/gssapi/krb5/k5sea","CVE-2024-26461","tykio/tyk-dashboard"
"linux-libc-dev","MEDIUM","4.19.194-3","N/A","In the Linux kernel, the following vulnerability has been resolved: s390/dasd: fix error checks in d","CVE-2024-42320"
"linux-libc-dev","MEDIUM","4.19.194-3","N/A","In the Linux kernel, the following vulnerability has been resolved: drm/amd/display: fix shift-out-o","CVE-2023-53077"
"linux-libc-dev","MEDIUM","4.19.194-3","N/A","In the Linux kernel, the following vulnerability has been resolved: net: stmmac: enable all safety f","CVE-2023-53011"
"linux-libc-dev","MEDIUM","4.19.194-3","N/A","In the Linux kernel, the following vulnerability has been resolved: net: hsr: avoid potential out-of","CVE-2024-56648"
"linux-libc-dev","MEDIUM","4.19.194-3","N/A","In the Linux kernel, the following vulnerability has been resolved: wifi: mac80211: fix general-prot","CVE-2022-49876"
"linux-libc-dev","HIGH","4.19.194-3","N/A","In the Linux kernel, the following vulnerability has been resolved: IB/hfi1: Fix bugs with non-PAGE_","CVE-2023-52474"
"libkrb5support0","LOW","1.17-3+deb10u1","N/A","An issue was discovered in MIT Kerberos 5 (aka krb5) through 1.16. There is a variable ""dbentry->n_k","CVE-2018-5709","tykio/tyk-dashboard"
"linux-libc-dev","MEDIUM","4.19.194-3","N/A","In the Linux kernel, the following vulnerability has been resolved: net/mlx5e: Fix NULL deref in mlx","CVE-2024-50000"
"libc6","HIGH","2.28-10","2.28-10+deb10u4","nscd: Stack-based buffer overflow in netgroup cache If the Name Service Cache Daemon's (nscd) fixed ","CVE-2024-33599","tykio/tyk-gateway","tykio/tyk-dashboard"
"linux-libc-dev","MEDIUM","4.19.194-3","4.19.304-1","In the Linux kernel, the following vulnerability has been resolved: wifi: mac80211: don't return uns","CVE-2023-52832"
"libgssapi-krb5-2","HIGH","1.17-3+deb10u2","1.17-3+deb10u5","PAC parsing in MIT Kerberos 5 (aka krb5) before 1.19.4 and 1.20.x before 1.20.1 has integer overflow","CVE-2022-42898","tykio/tyk-gateway"
"linux-libc-dev","MEDIUM","4.19.194-3","N/A","In the Linux kernel, the following vulnerability has been resolved: net/x25: Fix skb leak in x25_lap","CVE-2022-49809"
"libpcre3","MEDIUM","2:8.39-12","N/A","libpcre in PCRE before 8.44 allows an integer overflow via a large number after a (?C substring.","CVE-2020-14155","tykio/tyk-gateway","tykio/tyk-dashboard"
"python3.7-dev","MEDIUM","3.7.3-2+deb10u3","3.7.3-2+deb10u5","There's a flaw in Python 3's pydoc. A local or adjacent attacker who discovers or is able to convinc","CVE-2021-3426","tykio/tyk-gateway"
"linux-libc-dev","MEDIUM","4.19.194-3","N/A","In the Linux kernel, the following vulnerability has been resolved: net: dsa: mv88e6xxx: don't use d","CVE-2022-48818"
"jq","MEDIUM","1.5+dfsg-2+b1","N/A","decNumberCopy in decNumber.c in jq through 1.7.1 does not properly consider that NaN is interpreted ","CVE-2024-53427","tykio/tyk-gateway"
"linux-libc-dev","MEDIUM","4.19.194-3","N/A","In the Linux kernel, the following vulnerability has been resolved: drm/amd/display: Check index for","CVE-2024-46728"
"linux-libc-dev","HIGH","4.19.194-3","N/A","In the Linux kernel, the following vulnerability has been resolved: Bluetooth: L2CAP: Fix slab-use-a","CVE-2024-36013","CVE-2025-21969"
"linux-libc-dev","MEDIUM","4.19.194-3","N/A","In the Linux kernel, the following vulnerability has been resolved: drm/amd/display: Add null checke","CVE-2024-43902"
"linux-libc-dev","MEDIUM","4.19.194-3","N/A","In the Linux kernel, the following vulnerability has been resolved: RDMA/bnxt_re: Add sanity checks ","CVE-2025-21901"
"linux-libc-dev","MEDIUM","4.19.194-3","N/A","An issue was discovered in the Linux kernel through 5.2.13. nbd_genl_status in drivers/block/nbd.c d","CVE-2019-16089","tykio/tyk-gateway"
"linux-libc-dev","MEDIUM","4.19.194-3","N/A","In the Linux kernel, the following vulnerability has been resolved: mailbox: mtk-cmdq: Move devm_mbo","CVE-2024-42319"
"linux-libc-dev","MEDIUM","4.19.194-3","N/A","In the Linux kernel, the following vulnerability has been resolved: perf/x86/amd: fix potential inte","CVE-2022-49748"
"linux-libc-dev","MEDIUM","4.19.194-3","N/A","In the Linux kernel, the following vulnerability has been resolved: wifi: nl80211: fix NULL-ptr dere","CVE-2023-53113"
"linux-libc-dev","MEDIUM","4.19.194-3","N/A","In the Linux kernel, the following vulnerability has been resolved: RDMA: Verify port when creating ","CVE-2021-47265"
"linux-libc-dev","MEDIUM","4.19.194-3","N/A","In the Linux kernel, the following vulnerability has been resolved: can: etas_es58x: es58x_rx_err_ms","CVE-2021-47671"
"libpam-runtime","MEDIUM","1.3.1-5","N/A","linux-pam (aka Linux PAM) before 1.6.0 allows attackers to cause a denial of service (blocked login ","CVE-2024-22365","tykio/tyk-gateway","tykio/tyk-dashboard"
"libcurl4","MEDIUM","7.64.0-4+deb10u2","7.64.0-4+deb10u3","When curl >= 7.20.0 and <= 7.78.0 connects to an IMAP or POP3 server to retrieve data using STARTTLS","CVE-2021-22947","tykio/tyk-gateway"
"curl","MEDIUM","7.64.0-4+deb10u1","7.64.0-4+deb10u2","curl 7.1.1 to and including 7.75.0 is vulnerable to an ""Exposure of Private Personal Information to ","CVE-2021-22876","tykio/tyk-dashboard"
"libc6-dev","MEDIUM","2.28-10","2.28-10+deb10u4","nscd: netgroup cache assumes NSS callback uses in-buffer strings The Name Service Cache Daemon's (ns","CVE-2024-33602","tykio/tyk-gateway"
"linux-libc-dev","MEDIUM","4.19.194-3","N/A","In the Linux kernel, the following vulnerability has been resolved: kvm: s390: Reject memory region ","CVE-2024-43819"
"linux-libc-dev","MEDIUM","4.19.194-3","N/A","In the Linux kernel, the following vulnerability has been resolved: f2fs: fix to truncate preallocat","CVE-2024-43859"
"linux-libc-dev","MEDIUM","4.19.194-3","4.19.235-1","A flaw was found in the Linux SCTP stack. A blind attacker may be able to kill an existing SCTP asso","CVE-2021-3772","tykio/tyk-gateway"
"linux-libc-dev","MEDIUM","4.19.194-3","N/A","In the Linux kernel, the following vulnerability has been resolved: atl1c: Work around the DMA RX ov","CVE-2023-52834"
"libssl1.1","MEDIUM","1.1.1d-0+deb10u4","1.1.1d-0+deb10u8","There is a carry propagation bug in the MIPS32 and MIPS64 squaring procedure. Many EC algorithms are","CVE-2021-4160","tykio/tyk-dashboard"
"linux-libc-dev","MEDIUM","4.19.194-3","N/A","In the Linux kernel, the following vulnerability has been resolved: net: rswitch: Avoid use-after-fr","CVE-2024-42108"
"linux-libc-dev","MEDIUM","4.19.194-3","4.19.316-1","In the Linux kernel, the following vulnerability has been resolved: geneve: make sure to pull inner ","CVE-2024-26857"
"linux-libc-dev","MEDIUM","4.19.194-3","N/A","In the Linux kernel, the following vulnerability has been resolved: drm: omapdrm: Add missing check ","CVE-2024-49879"
"linux-libc-dev","MEDIUM","4.19.194-3","4.19.316-1","In the Linux kernel, the following vulnerability has been resolved: i40e: Do not use WQ_MEM_RECLAIM ","CVE-2024-36004"
"linux-libc-dev","HIGH","4.19.194-3","4.19.249-1","A use-after-free flaw was found in vhost_net_set_backend in drivers/vhost/net.c in virtio network su","CVE-2023-1838","tykio/tyk-gateway"
"linux-libc-dev","MEDIUM","4.19.194-3","N/A","In the Linux kernel, the following vulnerability has been resolved: drm/amd/display: Fix null check ","CVE-2024-53200","CVE-2024-53201","CVE-2025-21941"
"openssl","HIGH","1.1.1d-0+deb10u4","1.1.1n-0+deb10u4","The function PEM_read_bio_ex() reads a PEM file from a BIO and parses and decodes the ""name"" (e.g. ""","CVE-2022-4450","tykio/tyk-dashboard"
"linux-libc-dev","MEDIUM","4.19.194-3","4.19.249-2","There is a sleep-in-atomic bug in /net/nfc/netlink.c that allows an attacker to crash the Linux kern","CVE-2022-1975","tykio/tyk-gateway"
"linux-libc-dev","HIGH","4.19.194-3","4.19.316-1","In the Linux kernel, the following vulnerability has been resolved: phonet: fix rtm_phonet_notify() ","CVE-2024-36946"
"linux-libc-dev","MEDIUM","4.19.194-3","N/A","In the Linux kernel, the following vulnerability has been resolved: Bluetooth: hci_uart: add missing","CVE-2022-49202"
"linux-libc-dev","MEDIUM","4.19.194-3","N/A","In the Linux kernel, the following vulnerability has been resolved: platform/x86: int3472: Check for","CVE-2024-58011"
"libkrb5-3","LOW","1.17-3+deb10u2","N/A","Kerberos 5 (aka krb5) 1.21.2 contains a memory leak vulnerability in /krb5/src/lib/gssapi/krb5/k5sea","CVE-2024-26461","tykio/tyk-gateway"
"linux-libc-dev","HIGH","4.19.194-3","N/A","In the Linux kernel, the following vulnerability has been resolved: ipv6: prevent UAF in ip6_send_sk","CVE-2024-44987"
"linux-libc-dev","MEDIUM","4.19.194-3","N/A","In the Linux kernel, the following vulnerability has been resolved: btrfs: fix race between quota re","CVE-2023-52896"
"linux-libc-dev","HIGH","4.19.194-3","N/A","In the Linux kernel, the following vulnerability has been resolved: ALSA: 6fire: Release resources a","CVE-2024-53239"
